;t1_buy;t2_buy;t3_buy;t1_prom;t2_prom;t3_prom;p_no_prom_x;p_prom_x;prom;logit_prob
130;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
228;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
239;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
313;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
400;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
483;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
553;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
557;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
628;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
694;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
747;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
785;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
862;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1051;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1096;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1126;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1137;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1173;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1179;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1192;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1274;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1285;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1301;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1354;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1425;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1449;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1571;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1636;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1644;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1782;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1786;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
1898;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1936;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
1968;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2121;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
2200;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2265;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2331;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2359;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2410;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
2574;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2592;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
2615;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2632;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2739;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2745;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2751;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
2763;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2770;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2800;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
2909;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3030;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3041;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3181;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
3231;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3534;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
3593;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3607;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
3622;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3700;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
3808;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
3840;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
3882;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3884;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
3929;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4043;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4048;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4066;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4141;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4230;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
4309;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
4362;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4378;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4381;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4462;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4464;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4468;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4533;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4568;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
4598;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4686;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
4778;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4784;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4831;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
4855;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
5001;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
5032;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
5186;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
5216;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
5257;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
5404;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
5584;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
5630;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
5671;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
5749;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
5895;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
6051;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
6282;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
6336;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
6374;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
6493;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
6658;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
6765;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
6776;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
6842;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
7038;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7050;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7062;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
7080;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
7209;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7214;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7291;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7400;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7430;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
7607;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7610;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
7718;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7779;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
7897;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
7910;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8054;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8125;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8146;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8210;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
8292;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8422;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8529;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8533;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8553;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8709;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8714;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8717;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
8742;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
8757;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
8868;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
8939;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
8988;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9010;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9028;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9113;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9147;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9153;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9262;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9271;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9301;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9435;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9482;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9586;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9607;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9621;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9710;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9798;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9867;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9917;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
9935;1;1;0;0;1;0;0,55;0,5447682747333553;1;0,7862148944997503
9996;1;1;0;0;1;0;0,55;0,5447682747333553;0;0,9936250765912248
217;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
221;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
271;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
329;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
339;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
366;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
389;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
530;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
637;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
643;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
696;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
906;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
949;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1008;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1037;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1053;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1093;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1165;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1222;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1419;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1480;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1554;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1581;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1676;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1703;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1714;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1766;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1790;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
1943;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
1970;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2055;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2153;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
2246;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2280;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
2480;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
2582;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2722;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2744;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2890;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
2891;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2927;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
2940;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
3005;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3145;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3196;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3297;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3386;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3488;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
3490;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
3532;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3557;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
3749;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3812;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
3851;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
3962;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4026;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4056;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4118;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4178;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4232;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4285;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4287;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4297;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4344;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4460;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4473;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4482;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4549;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
4791;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4887;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
4914;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5047;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5113;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5123;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5176;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
5460;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5563;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5586;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5685;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5780;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
5783;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5785;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
5787;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
5835;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
5842;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5893;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
5964;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6099;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6181;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6186;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6450;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6462;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6474;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6502;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6564;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6572;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6615;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6629;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6640;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6777;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6778;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6801;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
6833;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
6916;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
7055;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
7068;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
7128;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
7325;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
7370;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
7372;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
7460;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
7578;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
7592;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
7886;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
7895;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
7949;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8042;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8089;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8189;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8202;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8252;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8349;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8418;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8423;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8448;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8449;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8487;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8540;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8580;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8600;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8671;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8735;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8891;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8916;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8946;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
8989;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
8998;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9060;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9152;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9185;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9225;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9312;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9366;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9432;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9455;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9473;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9517;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9529;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9570;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9635;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9731;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9752;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9779;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9822;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9847;1;1;0;0;1;1;0,5;0,4989004002974317;1;0,8006629152869066
9936;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9974;1;1;0;0;1;1;0,5;0,4989004002974317;0;0,6778418423663863
9;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
67;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
70;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
83;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
297;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
319;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
361;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
368;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
377;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
394;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
508;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
536;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
555;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
605;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
629;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
642;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
647;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
674;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
689;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
806;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
892;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
907;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
943;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
975;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1061;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1067;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1099;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1110;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1209;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1344;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1375;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1478;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1494;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1532;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1535;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1547;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
1623;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1658;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1686;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
1905;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
2031;1;1;0;1;0;0;0,6;0,6354376770478641;1;0,9920860459284515
2043;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
2124;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
2193;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
2224;1;1;0;1;0;0;0,6;0,6354376770478641;0;0,9102475940340435
